请求 ID,模型,时间,项目名称,项目ID,API Key名称,API Key ID,输入 Tokens,输出 Tokens,Cached Tokens
chatcmpl-6a779e626373421ba9f2335f,kimi-k3,2026-08-09 05:23:50,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,122836,134,122368
chatcmpl-6a779e5d6373421ba9f23355,kimi-k3,2026-08-09 05:23:45,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,122571,185,122368
chatcmpl-6a779e57b1b9f59e66e7b59e,kimi-k3,2026-08-09 05:23:37,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,122454,68,121600
chatcmpl-6a779e4d6373421ba9f2333f,kimi-k3,2026-08-09 05:23:33,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,123351,381,121600
chatcmpl-6a779e486373421ba9f23337,kimi-k3,2026-08-09 05:23:22,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,121786,80,121600
chatcmpl-6a779e43b1b9f59e66e7b581,kimi-k3,2026-08-09 05:23:18,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,121613,104,121344
chatcmpl-6a779e3e6373421ba9f23329,kimi-k3,2026-08-09 05:23:14,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,121420,120,121088
chatcmpl-6a779e386373421ba9f2331a,kimi-k3,2026-08-09 05:23:07,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,121298,74,121088
chatcmpl-6a779e336373421ba9f23312,kimi-k3,2026-08-09 05:23:03,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,121098,166,120320
chatcmpl-6a779e26b1b9f59e66e7b54f,kimi-k3,2026-08-09 05:22:58,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,120539,517,118528
chatcmpl-6a779e0cb1b9f59e66e7b524,kimi-k3,2026-08-09 05:22:45,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,118758,1739,118016
chatcmpl-6a779e01b1b9f59e66e7b513,kimi-k3,2026-08-09 05:22:19,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,118231,484,114944
chatcmpl-6a779dd2b1b9f59e66e7b4c5,kimi-k3,2026-08-09 05:22:07,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,115130,3060,111360
chatcmpl-6a779da0b1b9f59e66e7b466,kimi-k3,2026-08-09 05:21:22,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,111586,3469,111104
chatcmpl-6a779d98b1b9f59e66e7b458,kimi-k3,2026-08-09 05:20:31,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,111217,326,105472
chatcmpl-6a779d44b1b9f59e66e7b3c8,kimi-k3,2026-08-09 05:20:23,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,105676,5498,102144
chatcmpl-6a779d08b1b9f59e66e7b369,kimi-k3,2026-08-09 05:18:59,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,102306,3292,99584
chatcmpl-6a779cdfb1b9f59e66e7b32d,kimi-k3,2026-08-09 05:17:59,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,99624,2638,98304
chatcmpl-6a779cceb1b9f59e66e7b30f,kimi-k3,2026-08-09 05:17:18,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,98556,1024,97792
chatcmpl-6a779cbef9479b4e850907c9,kimi-k3,2026-08-09 05:17:01,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,97837,675,0
chatcmpl-6a779c2da209f5a14a0265d3,kimi-k3,2026-08-09 05:16:46,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,88536,9255,87040
chatcmpl-6a779c17a209f5a14a0265b1,kimi-k3,2026-08-09 05:14:20,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,87154,1338,86016
chatcmpl-6a779c08f9479b4e850906f4,kimi-k3,2026-08-09 05:13:58,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,86157,881,85504
chatcmpl-6a779bfff9479b4e850906e6,kimi-k3,2026-08-09 05:13:44,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,85557,521,84480
chatcmpl-6a779bf1f9479b4e850906ce,kimi-k3,2026-08-09 05:13:34,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,84600,878,83456
chatcmpl-6a779be4f9479b4e850906b9,kimi-k3,2026-08-09 05:13:20,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,83688,797,82944
chatcmpl-6a779bd9f9479b4e850906ac,kimi-k3,2026-08-09 05:13:07,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,83034,575,82688
chatcmpl-6a779bd3f9479b4e850906a5,kimi-k3,2026-08-09 05:12:56,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,82707,285,82176
chatcmpl-6a779bcaf9479b4e8509069c,kimi-k3,2026-08-09 05:12:50,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,82199,465,79616
chatcmpl-6a779ba5f9479b4e8509066e,kimi-k3,2026-08-09 05:12:41,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,79762,2394,78848
chatcmpl-6a779b9ad9dd50bdec41fa8d,kimi-k3,2026-08-09 05:12:04,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,78920,608,68096
chatcmpl-6a779aced9dd50bdec41f9af,kimi-k3,2026-08-09 05:11:53,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,68279,10189,67840
chatcmpl-6a779ac9d9dd50bdec41f9aa,kimi-k3,2026-08-09 05:08:29,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,67992,166,64256
chatcmpl-6a779ab1d9dd50bdec41f990,kimi-k3,2026-08-09 05:08:24,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,64256,1169,58368
chatcmpl-6a779aaed9dd50bdec41f98d,kimi-k3,2026-08-09 05:08:00,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,58374,109,51712
chatcmpl-6a779aaad9dd50bdec41f988,kimi-k3,2026-08-09 05:07:57,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,51742,121,41984
chatcmpl-6a779aa5d9dd50bdec41f983,kimi-k3,2026-08-09 05:07:53,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,42037,143,26880
chatcmpl-6a779aa3d9dd50bdec41f97f,kimi-k3,2026-08-09 05:07:49,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,26987,65,24064
chatcmpl-6a779a9f94ef226a00d482e3,kimi-k3,2026-08-09 05:07:46,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,24277,151,19968
chatcmpl-6a779a9a94ef226a00d482e0,kimi-k3,2026-08-09 05:07:42,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,20073,173,15872
chatcmpl-6a779a9594ef226a00d482db,kimi-k3,2026-08-09 05:07:38,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,15878,199,0
chatcmpl-6a779a5af3154d657bce7043,kimi-k3,2026-08-09 05:07:33,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,70201,2411,66304
chatcmpl-6a779a409545cef4b1a5407c,kimi-k3,2026-08-09 05:06:33,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,133268,1337,132096
chatcmpl-6a779a389545cef4b1a54071,kimi-k3,2026-08-09 05:06:06,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,132097,274,131840
chatcmpl-6a779a350461d893a8a0b6ca,kimi-k3,2026-08-09 05:05:59,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,132012,53,131072
chatcmpl-6a779a269545cef4b1a5405e,kimi-k3,2026-08-09 05:05:54,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,131257,644,130816
chatcmpl-6a779a229545cef4b1a5405a,kimi-k3,2026-08-09 05:05:41,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,131044,83,130816
chatcmpl-6a779a1e0461d893a8a0b6b1,kimi-k3,2026-08-09 05:05:36,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,130919,53,130304
chatcmpl-6a779a149545cef4b1a5404b,kimi-k3,2026-08-09 05:05:32,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,130438,410,129280
chatcmpl-6a779a090461d893a8a0b69b,kimi-k3,2026-08-09 05:05:22,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,129520,483,129024
chatcmpl-6a7799ff9545cef4b1a54031,kimi-k3,2026-08-09 05:05:09,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,129199,266,128512
chatcmpl-6a7799f49545cef4b1a54024,kimi-k3,2026-08-09 05:04:57,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,128756,268,128000
chatcmpl-6a7799e20461d893a8a0b673,kimi-k3,2026-08-09 05:04:47,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,128089,608,127488
chatcmpl-6a7799cf0461d893a8a0b663,kimi-k3,2026-08-09 05:04:21,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,127620,268,126720
chatcmpl-6a7799bc0461d893a8a0b64d,kimi-k3,2026-08-09 05:04:11,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,126952,609,91392
chatcmpl-6a7799ab0461d893a8a0b63a,kimi-k3,2026-08-09 05:03:43,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,126136,252,125696
chatcmpl-6a77999e0461d893a8a0b62c,kimi-k3,2026-08-09 05:03:34,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,125762,315,124672
chatcmpl-6a7799860461d893a8a0b616,kimi-k3,2026-08-09 05:03:07,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,124753,252,124416
chatcmpl-6a77997b0461d893a8a0b609,kimi-k3,2026-08-09 05:02:58,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,124415,279,120320
chatcmpl-6a77992b0461d893a8a0b5b2,kimi-k3,2026-08-09 05:02:50,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,120347,4024,115712
chatcmpl-6a7798da9545cef4b1a53f20,kimi-k3,2026-08-09 05:01:29,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,115715,3619,114432
chatcmpl-6a7798ba0461d893a8a0b53b,kimi-k3,2026-08-09 04:59:43,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,114478,245,114176
chatcmpl-6a7798b39545cef4b1a53ef6,kimi-k3,2026-08-09 04:59:33,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,114334,85,113920
chatcmpl-6a7798ad9545cef4b1a53eee,kimi-k3,2026-08-09 04:59:30,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,114096,196,113664
chatcmpl-6a7798a69545cef4b1a53eea,kimi-k3,2026-08-09 04:59:23,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,113816,236,110080
chatcmpl-6a77985b0461d893a8a0b4ec,kimi-k3,2026-08-09 04:59:17,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,110261,3512,108800
chatcmpl-6a7798420461d893a8a0b4d9,kimi-k3,2026-08-09 04:57:45,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,108843,363,108288
chatcmpl-6a7798350461d893a8a0b4cb,kimi-k3,2026-08-09 04:57:35,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,108375,409,108032
chatcmpl-6a77981c9545cef4b1a53e44,kimi-k3,2026-08-09 04:57:04,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,108086,183,107776
chatcmpl-6a7798139545cef4b1a53e41,kimi-k3,2026-08-09 04:56:56,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,107829,198,107264
chatcmpl-6a7798089545cef4b1a53e36,kimi-k3,2026-08-09 04:56:50,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,107285,433,107008
chatcmpl-6a7798059545cef4b1a53e31,kimi-k3,2026-08-09 04:56:39,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,107068,83,106752
chatcmpl-6a7798019545cef4b1a53e2c,kimi-k3,2026-08-09 04:56:35,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,106943,53,105728
chatcmpl-6a7797ec9545cef4b1a53e14,kimi-k3,2026-08-09 04:56:32,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,105929,951,105216
chatcmpl-6a7797de0461d893a8a0b466,kimi-k3,2026-08-09 04:56:10,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,105292,564,86272
chatcmpl-6a7797d29545cef4b1a53df9,kimi-k3,2026-08-09 04:55:57,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,104174,575,103936
chatcmpl-6a7797cb9545cef4b1a53df1,kimi-k3,2026-08-09 04:55:42,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,103990,129,103680
chatcmpl-6a7797c79545cef4b1a53dec,kimi-k3,2026-08-09 04:55:38,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,103866,95,101376
chatcmpl-6a7797939545cef4b1a53db7,kimi-k3,2026-08-09 04:55:32,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,101383,2403,100096
chatcmpl-6a77977b0461d893a8a0b3fd,kimi-k3,2026-08-09 04:54:42,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,100198,1062,99072
chatcmpl-6a77976f9545cef4b1a53d8c,kimi-k3,2026-08-09 04:54:18,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,99193,579,98560
chatcmpl-6a7797650461d893a8a0b3e3,kimi-k3,2026-08-09 04:54:05,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,98585,387,98304
chatcmpl-6a77975d9545cef4b1a53d80,kimi-k3,2026-08-09 04:53:53,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,98373,153,96512
chatcmpl-6a7797409545cef4b1a53d55,kimi-k3,2026-08-09 04:53:48,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,96730,1362,96000
chatcmpl-6a7797369545cef4b1a53d47,kimi-k3,2026-08-09 04:53:18,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,96049,413,69376
chatcmpl-6a77972e0461d893a8a0b3a0,kimi-k3,2026-08-09 04:53:06,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,96026,85,95488
chatcmpl-6a7797269545cef4b1a53d33,kimi-k3,2026-08-09 04:53:01,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,95695,299,92160
chatcmpl-6a7797209545cef4b1a53d2b,kimi-k3,2026-08-09 04:52:52,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,92353,185,92160
chatcmpl-6a7797190461d893a8a0b388,kimi-k3,2026-08-09 04:52:44,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,92209,85,91904
chatcmpl-6a7797139545cef4b1a53d1c,kimi-k3,2026-08-09 04:52:39,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,91992,173,91392
chatcmpl-6a7797099545cef4b1a53d11,kimi-k3,2026-08-09 04:52:34,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,91471,477,90880
chatcmpl-6a7797049545cef4b1a53d0c,kimi-k3,2026-08-09 04:52:24,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,91057,188,90368
chatcmpl-6a7796f69545cef4b1a53cfb,kimi-k3,2026-08-09 04:52:17,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,90414,584,89856
chatcmpl-6a7796ed9545cef4b1a53cf0,kimi-k3,2026-08-09 04:52:05,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,89933,437,86272
chatcmpl-6a7796df9545cef4b1a53ce3,kimi-k3,2026-08-09 04:51:56,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,89096,794,69632
chatcmpl-6a7796d89545cef4b1a53cd7,kimi-k3,2026-08-09 04:51:43,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,88843,365,88320
chatcmpl-6a7796d19545cef4b1a53ccb,kimi-k3,2026-08-09 04:51:35,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,88409,391,87808
chatcmpl-6a7796cb9545cef4b1a53cc3,kimi-k3,2026-08-09 04:51:28,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,88049,316,87552
chatcmpl-6a7796c20461d893a8a0b339,kimi-k3,2026-08-09 04:51:21,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,87690,316,87040
chatcmpl-6a7796b90461d893a8a0b32f,kimi-k3,2026-08-09 04:51:13,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,87228,420,80128
chatcmpl-6a77963e0461d893a8a0b2ae,kimi-k3,2026-08-09 04:51:04,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,80343,6843,75520
chatcmpl-6a77960d0461d893a8a0b280,kimi-k3,2026-08-09 04:49:01,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,75770,2611,73472
chatcmpl-6a7795e69545cef4b1a53bab,kimi-k3,2026-08-09 04:48:11,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,73618,1873,72448
chatcmpl-6a7795d79545cef4b1a53b9e,kimi-k3,2026-08-09 04:47:33,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,72526,794,71936
chatcmpl-6a7795cd9545cef4b1a53b92,kimi-k3,2026-08-09 04:47:18,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,72012,400,70912
chatcmpl-6a7795b99545cef4b1a53b75,kimi-k3,2026-08-09 04:47:06,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,71093,860,70400
chatcmpl-6a7795af0461d893a8a0b219,kimi-k3,2026-08-09 04:46:48,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,70490,470,69632
chatcmpl-6a7795a39545cef4b1a53b5c,kimi-k3,2026-08-09 04:46:32,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,69638,334,69376
chatcmpl-6a77959a0461d893a8a0b1fd,kimi-k3,2026-08-09 04:46:21,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,69505,89,69120
chatcmpl-6a7795900461d893a8a0b1f4,kimi-k3,2026-08-09 04:46:13,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,69276,185,68864
chatcmpl-6a7795899545cef4b1a53b41,kimi-k3,2026-08-09 04:46:05,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,69096,114,68864
chatcmpl-6a77957f9545cef4b1a53b36,kimi-k3,2026-08-09 04:45:55,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,68872,165,67840
chatcmpl-6a77957a0461d893a8a0b1dc,kimi-k3,2026-08-09 04:45:50,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,68037,159,56320
chatcmpl-6a7794939545cef4b1a53a3f,kimi-k3,2026-08-09 04:45:44,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,56368,11180,54784
chatcmpl-6a77948e9545cef4b1a53a37,kimi-k3,2026-08-09 04:41:54,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,54969,201,49152
chatcmpl-6a77948b9545cef4b1a53a34,kimi-k3,2026-08-09 04:41:49,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,49293,64,48896
chatcmpl-6a7794860461d893a8a0b0d2,kimi-k3,2026-08-09 04:41:46,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,49048,160,39936
chatcmpl-6a7794839545cef4b1a53a29,kimi-k3,2026-08-09 04:41:41,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,40042,82,24832
chatcmpl-6a77947f0461d893a8a0b0c7,kimi-k3,2026-08-09 04:41:38,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,25082,81,14848
chatcmpl-6a77947c13cf48af99648bdc,kimi-k3,2026-08-09 04:41:34,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,15009,66,14336
chatcmpl-6a7794760461d893a8a0b0bb,kimi-k3,2026-08-09 04:41:31,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,14580,232,12288
chatcmpl-6a77943bf3154d657bce6b6a,kimi-k3,2026-08-09 04:41:25,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,66457,2242,65280
chatcmpl-6a779424f3154d657bce6b5c,kimi-k3,2026-08-09 04:40:26,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,65382,790,65024
chatcmpl-6a77941ef3154d657bce6b58,kimi-k3,2026-08-09 04:40:03,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,65108,179,65024
chatcmpl-6a77932af3154d657bce6aa4,kimi-k3,2026-08-09 04:35:56,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,65023,51,64768
chatcmpl-6a779322f3154d657bce6a9d,kimi-k3,2026-08-09 04:35:50,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,64863,101,63744
chatcmpl-6a77930df3154d657bce6a8f,kimi-k3,2026-08-09 04:35:45,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,63982,838,62976
chatcmpl-6a7792fcd48c432da635add2,kimi-k3,2026-08-09 04:35:24,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,62995,600,59648
chatcmpl-6a7792e4b22cc9ba09dd8a85,kimi-k3,2026-08-09 04:35:05,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,59824,679,0
chatcmpl-6a7792deecb35dbc6c25a252,kimi-k3,2026-08-09 04:34:43,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,59517,231,59136
chatcmpl-6a77925ef051a4bda8a0ae04,kimi-k3,2026-08-09 04:32:36,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,59324,159,58880
chatcmpl-6a779256b35cd1c7230e9d50,kimi-k3,2026-08-09 04:32:28,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,58919,287,58624
chatcmpl-6a7791bcb35cd1c7230e9cde,kimi-k3,2026-08-09 04:29:51,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,58834,51,58368
chatcmpl-6a7791b0b35cd1c7230e9cd5,kimi-k3,2026-08-09 04:29:42,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,58554,221,56832
chatcmpl-6a7791a7bfcef2f5b7027161,kimi-k3,2026-08-09 04:29:32,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,131476,156,131072
chatcmpl-6a7791a1cfe918a31092f7db,kimi-k3,2026-08-09 04:29:25,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,131291,72,131072
